tmed,prec,tmin,tmax,dir,velmedia,racha,sol,presmax,presmin,year,month,day,rain_today,rain_tomorrow,horatmin_,horatmax_,horaracha_,horapresmin_
12.8,0.0,5.1,20.6,99.0,1.9,6.7,7.0,962.1,959.5,2020,2,18,0,0,4.0,13.0,15.5,15.0
12.6,0.0,5.7,19.6,99.0,1.4,7.2,7.4,963.0,959.0,2020,2,19,0,0,23.0,15.0,15.0,16.0
10.6,0.0,0.8,20.4,11.0,2.8,8.9,10.2,960.1,954.7,2020,2,20,0,0,6.0,15.0,14.0,14.0
11.7,0.0,2.7,20.7,99.0,2.2,7.2,10.0,962.8,958.5,2020,2,21,0,0,5.0,15.0,17.0,0.0
11.4,0.0,-0.1,22.9,17.0,1.1,4.7,10.5,965.4,961.9,2020,2,22,0,0,6.0,14.0,16.5,15.0
11.3,0.0,-0.6,23.2,19.0,1.7,7.2,10.7,966.6,962.1,2020,2,23,0,0,6.0,16.0,18.0,17.0
11.2,0.0,-0.8,23.3,26.0,0.8,7.2,10.6,964.0,956.8,2020,2,24,0,0,6.0,15.0,14.0,17.0
10.2,0.0,-0.6,21.0,99.0,2.8,11.4,8.9,958.6,953.9,2020,2,25,0,0,7.0,14.0,15.0,15.0
11.0,0.0,1.6,20.4,99.0,2.2,7.8,10.7,957.1,953.4,2020,2,26,0,0,6.0,14.0,18.0,15.0
10.3,0.0,-0.2,20.8,29.0,0.3,5.8,10.8,958.8,955.1,2020,2,27,0,0,6.0,16.0,16.0,16.0
11.4,0.0,-0.8,23.5,99.0,1.7,7.8,10.2,957.3,951.9,2020,2,28,0,1,6.0,14.0,15.0,16.0
9.6,1.2,0.0,19.1,27.0,3.1,9.7,9.6,954.3,951.1,2020,2,29,1,1,6.0,13.0,18.0,15.0
13.4,1.0,9.7,17.2,99.0,3.6,9.2,5.2,954.7,950.2,2020,3,1,1,1,7.0,15.0,16.0,24.0
14.2,0.7,9.8,18.6,99.0,7.8,18.6,5.7,956.3,947.9,2020,3,2,1,0,23.0,14.0,16.0,7.0
9.8,0.0,1.9,17.8,28.0,1.9,16.4,8.8,958.4,955.0,2020,3,3,0,0,6.0,15.0,15.0,16.0
13.9,0.0,7.0,20.8,32.0,2.5,9.7,9.3,958.2,953.8,2020,3,4,0,0,23.0,15.0,16.0,16.0
10.1,0.0,2.3,17.9,27.0,3.6,11.4,5.4,954.6,950.7,2020,3,5,0,0,7.0,12.0,13.0,14.0
9.6,0.0,3.3,15.9,32.0,3.9,12.5,7.3,958.0,953.4,2020,3,6,0,0,6.0,14.0,14.0,16.0
9.0,0.0,0.4,17.5,3.0,4.7,13.9,10.0,960.1,956.2,2020,3,7,0,0,6.0,14.0,12.0,15.0
10.9,0.0,-0.9,22.7,30.0,0.8,11.4,10.8,960.7,956.6,2020,3,8,0,0,6.0,15.0,16.0,16.0
12.4,0.0,1.9,22.9,32.0,1.7,9.2,11.1,960.1,955.9,2020,3,9,0,0,6.0,14.0,18.0,17.0
15.1,0.0,4.2,26.0,99.0,0.8,9.7,11.1,960.3,957.4,2020,3,10,0,0,5.0,15.0,16.0,15.0
17.0,0.0,4.3,29.7,99.0,1.9,9.2,10.9,959.3,954.6,2020,3,11,0,0,6.0,14.0,15.5,16.0
17.4,0.0,6.3,28.5,30.0,2.5,7.8,11.1,956.4,950.3,2020,3,12,0,0,6.0,14.0,16.0,17.0
16.4,0.0,7.0,25.8,27.0,1.9,10.3,7.8,952.8,949.1,2020,3,13,0,0,6.0,15.0,15.0,16.0
14.6,0.0,4.7,24.6,23.0,1.7,7.8,11.0,954.1,950.0,2020,3,14,0,1,6.0,14.0,15.0,16.0
11.9,0.7,5.6,18.2,14.0,1.4,8.9,1.2,951.8,947.5,2020,3,15,1,0,23.0,11.0,12.0,24.0
8.8,0.0,4.0,13.5,27.0,5.8,14.4,4.3,950.0,945.4,2020,3,16,0,0,23.0,12.0,13.0,4.0
9.4,0.0,2.7,16.1,16.0,2.8,10.8,5.6,953.7,949.6,2020,3,17,0,0,6.0,14.0,12.0,0.0
14.6,0.0,7.5,21.8,3.0,5.6,11.7,10.1,954.2,951.2,2020,3,18,0,0,3.0,14.0,17.0,16.0
14.0,0.0,6.8,21.2,5.0,2.2,9.7,7.8,953.4,947.7,2020,3,19,0,1,3.0,15.0,17.0,17.0
11.6,4.5,5.1,18.1,17.0,1.4,9.7,2.4,949.8,946.0,2020,3,20,1,1,6.0,14.0,18.0,17.0
11.4,6.3,7.3,15.5,99.0,1.1,11.4,3.0,948.0,944.2,2020,3,21,1,1,20.0,14.0,12.0,15.0
9.8,1.2,5.3,14.3,27.0,0.8,11.4,3.4,946.9,943.2,2020,3,22,1,1,23.0,12.0,15.0,14.0
8.8,6.8,2.4,15.3,18.0,1.1,9.7,2.9,947.3,943.6,2020,3,23,1,0,6.0,14.0,15.0,14.0
12.1,0.0,6.6,17.6,3.0,5.3,14.4,7.2,947.7,942.4,2020,3,24,0,0,4.0,12.0,12.0,14.0
11.0,0.0,6.4,15.5,27.0,3.6,10.8,2.7,950.1,947.6,2020,3,25,0,0,21.0,15.0,16.0,16.0
13.5,0.0,7.9,19.1,26.0,3.6,11.4,6.5,948.9,942.2,2020,3,26,0,0,0.0,15.0,15.0,16.0
10.4,0.0,3.6,17.3,22.0,4.4,12.5,8.1,946.9,942.4,2020,3,27,0,0,6.0,14.0,15.0,4.0
10.8,0.0,3.9,17.8,26.0,1.1,8.3,7.2,953.3,946.9,2020,3,28,0,0,4.0,16.0,16.0,0.0
11.6,0.0,3.6,19.7,26.0,2.2,7.2,9.8,953.2,948.9,2020,3,29,0,1,6.0,14.0,17.0,16.0
12.4,2.9,6.2,18.6,25.0,1.7,9.7,3.8,949.5,940.3,2020,3,30,1,1,6.0,13.0,15.0,24.0
11.6,4.8,8.4,14.9,18.0,3.9,11.7,0.8,945.3,938.7,2020,3,31,1,1,3.0,14.0,15.0,5.0
9.8,3.4,5.7,14.0,25.0,2.8,11.7,3.5,948.1,944.6,2020,4,1,1,1,23.0,11.0,11.0,3.0
7.7,9.5,4.1,11.3,26.0,3.1,13.3,2.7,949.5,943.7,2020,4,2,1,0,7.0,16.0,7.0,6.0
11.0,0.0,3.2,18.7,16.0,2.5,9.7,10.5,950.8,948.0,2020,4,3,0,1,6.0,14.0,19.0,16.0
12.2,0.4,3.6,20.7,20.0,3.1,12.5,5.7,951.7,948.4,2020,4,4,1,0,5.0,13.0,14.0,11.0
13.2,0.0,3.9,22.6,99.0,2.2,8.9,10.5,953.8,950.0,2020,4,5,0,0,6.0,15.0,15.0,15.0
13.7,0.0,5.4,22.0,22.0,1.4,7.8,8.0,957.1,953.6,2020,4,6,0,0,4.0,14.0,13.0,3.0
15.8,0.0,7.4,24.1,16.0,2.2,9.7,11.0,957.9,954.5,2020,4,7,0,0,5.0,15.0,18.0,16.0
16.0,0.0,8.1,23.9,99.0,4.2,9.2,9.6,957.8,952.3,2020,4,8,0,1,5.0,14.0,19.5,16.0
16.8,5.5,12.8,20.7,23.0,0.6,8.9,0.1,955.2,952.6,2020,4,9,1,0,5.0,12.0,12.0,4.0
16.2,0.0,12.0,20.3,15.0,1.9,8.9,4.8,955.8,953.2,2020,4,10,0,0,6.0,12.0,18.0,15.0
15.7,0.0,8.8,22.6,16.0,2.5,9.7,8.8,955.2,950.1,2020,4,11,0,1,6.0,14.0,15.0,18.0
15.8,1.1,10.9,20.6,16.0,1.1,9.7,3.6,952.2,945.8,2020,4,12,1,1,5.0,11.0,14.0,16.0
15.0,2.5,10.0,20.0,14.0,3.3,9.7,3.2,945.8,941.4,2020,4,13,1,1,23.0,12.0,14.0,14.0
13.5,0.4,6.0,21.0,12.0,1.9,8.9,8.1,946.2,944.0,2020,4,14,1,1,5.0,15.0,11.0,16.0
14.0,0.9,7.9,20.1,99.0,4.7,13.9,6.0,952.3,944.0,2020,4,15,1,1,23.0,13.0,14.0,3.0
14.2,0.2,5.5,22.8,14.0,3.9,15.0,7.1,952.0,948.7,2020,4,16,1,0,5.0,12.0,11.0,13.0
16.6,0.0,9.0,24.2,99.0,2.5,8.3,7.9,951.4,947.7,2020,4,17,0,0,1.0,13.0,16.0,17.0
17.8,0.0,10.5,25.0,99.0,2.2,9.7,10.0,949.9,944.4,2020,4,18,0,1,6.0,14.0,15.0,18.0
17.6,3.5,11.9,23.2,34.0,4.7,12.5,5.3,947.2,941.9,2020,4,19,1,1,23.0,14.0,16.0,15.0
12.8,7.8,8.1,17.6,27.0,3.3,20.0,1.8,948.6,944.3,2020,4,20,1,1,23.0,15.0,20.0,19.0
10.4,8.3,6.2,14.6,99.0,1.1,9.7,2.1,948.6,942.9,2020,4,21,1,0,1.0,14.0,16.0,5.0
15.6,0.0,9.0,22.1,32.0,4.2,8.3,9.7,951.9,947.9,2020,4,22,0,0,0.0,15.0,12.0,15.0
15.4,0.0,6.8,23.9,99.0,2.5,7.2,9.4,952.1,947.6,2020,4,23,0,1,5.0,15.0,15.0,17.0
16.3,3.5,7.8,24.8,99.0,2.8,10.8,7.8,949.8,942.9,2020,4,24,1,1,5.0,15.0,17.0,16.0
14.8,0.2,12.5,17.1,27.0,3.3,9.2,0.2,947.6,943.6,2020,4,25,1,0,5.0,15.0,19.0,5.0
15.0,0.0,11.4,18.5,26.0,4.7,11.7,3.3,949.5,946.4,2020,4,26,0,1,23.0,14.0,15.5,16.0
13.6,0.5,8.0,19.2,28.0,1.1,12.8,3.5,950.7,947.4,2020,4,27,1,0,5.0,12.0,17.0,15.0
15.2,0.0,9.0,21.5,99.0,2.8,10.3,6.3,954.0,949.8,2020,4,28,0,0,0.0,15.0,15.5,4.0
14.4,0.0,6.0,22.8,99.0,3.6,10.8,12.6,955.5,952.9,2020,4,29,0,0,5.0,14.0,14.0,15.0
14.2,0.0,6.2,22.3,26.0,3.3,11.7,7.9,956.5,953.3,2020,4,30,0,0,5.0,14.0,13.0,16.0
17.7,0.0,7.6,27.8,32.0,2.8,10.3,12.5,957.2,954.1,2020,5,1,0,0,5.0,14.0,17.0,15.0
21.1,0.0,10.0,32.2,25.0,1.7,8.3,13.1,957.2,952.6,2020,5,2,0,0,5.0,15.0,16.0,17.0
22.1,0.0,9.2,35.0,27.0,1.9,9.2,12.9,954.2,949.2,2020,5,3,0,0,5.0,14.0,16.0,17.0
24.8,0.0,13.7,35.8,16.0,5.3,18.1,11.3,950.9,946.4,2020,5,4,0,0,2.0,13.0,11.0,12.0
21.2,0.0,12.1,30.2,29.0,3.6,9.7,13.0,951.7,948.4,2020,5,5,0,0,5.0,13.0,13.0,16.0
20.8,0.0,10.2,31.4,28.0,1.9,6.7,12.4,952.1,948.3,2020,5,6,0,0,4.0,15.0,15.0,18.0
22.3,0.0,13.6,31.0,16.0,2.8,9.7,8.4,950.7,946.8,2020,5,7,0,0,5.0,13.0,18.0,16.0
21.2,0.0,11.8,30.7,99.0,3.6,9.7,12.6,950.7,946.1,2020,5,8,0,1,5.0,14.0,13.0,16.0
18.7,0.5,12.1,25.3,28.0,4.2,13.3,11.0,949.6,944.6,2020,5,9,1,1,5.0,12.0,12.0,16.0
15.6,3.3,11.1,20.2,26.0,4.7,14.4,4.5,947.8,944.5,2020,5,10,1,1,5.0,13.0,14.0,4.0
15.8,17.9,8.5,23.2,23.0,2.2,11.4,5.4,947.9,946.0,2020,5,11,1,1,5.0,14.0,14.0,18.0
13.7,16.4,9.5,17.9,31.0,2.2,10.8,2.2,947.6,941.9,2020,5,12,1,1,23.0,15.0,16.0,16.0
15.8,0.6,8.5,23.0,25.0,1.4,11.7,10.4,944.6,939.5,2020,5,13,1,0,5.0,14.0,15.0,18.0
13.8,0.0,8.8,18.9,25.0,4.7,13.9,4.6,945.9,941.0,2020,5,14,0,1,4.0,14.0,15.0,3.0
14.4,3.8,8.2,20.5,99.0,1.1,10.3,5.8,948.9,944.7,2020,5,15,1,1,5.0,12.0,15.0,3.0
16.2,10.3,11.3,21.1,99.0,1.4,8.3,4.2,954.7,947.9,2020,5,16,1,0,4.0,12.0,17.0,2.0
16.8,0.0,10.7,22.8,18.0,1.4,11.4,7.2,957.6,953.5,2020,5,17,0,0,4.0,12.0,14.0,3.0
17.5,0.0,7.9,27.1,27.0,1.7,7.2,12.9,957.9,954.1,2020,5,18,0,0,5.0,14.0,15.0,17.0
20.0,0.0,9.7,30.3,27.0,1.9,6.7,13.4,956.1,951.0,2020,5,19,0,0,4.0,15.0,17.0,18.0
21.9,0.0,11.6,32.2,30.0,2.8,9.2,13.5,953.7,949.8,2020,5,20,0,0,5.0,15.0,15.0,16.0
22.6,0.0,12.3,33.0,26.0,2.8,9.7,13.8,957.1,953.4,2020,5,21,0,0,4.0,15.0,14.0,1.0
23.6,0.0,13.0,34.2,24.0,2.5,8.3,13.8,958.8,955.5,2020,5,22,0,0,5.0,14.0,15.0,17.0
24.0,0.0,13.2,34.8,16.0,2.2,9.2,11.1,960.0,955.6,2020,5,23,0,0,4.0,15.0,16.0,16.0
24.4,0.0,14.6,34.3,99.0,3.1,10.8,13.2,958.9,955.3,2020,5,24,0,0,4.0,15.0,16.0,16.0
23.4,0.0,13.4,33.4,99.0,3.6,12.5,12.9,958.4,953.6,2020,5,25,0,0,5.0,14.0,14.0,17.0
22.7,0.0,12.8,32.6,17.0,2.8,9.7,13.6,957.1,952.9,2020,5,26,0,0,5.0,14.0,19.0,18.0
23.1,0.0,15.4,30.8,3.0,3.9,10.3,12.3,955.7,952.6,2020,5,27,0,0,4.0,15.0,15.0,17.0
23.6,0.0,14.8,32.5,3.0,1.7,8.9,12.9,955.5,950.0,2020,5,28,0,0,5.0,15.0,17.0,17.0
23.8,0.0,14.8,32.7,99.0,2.2,8.3,13.4,952.9,945.8,2020,5,29,0,0,3.0,15.0,18.0,17.0
22.6,0.0,12.8,32.5,99.0,2.8,12.5,13.2,949.5,945.2,2020,5,30,0,1,4.0,13.0,14.0,17.0
21.2,1.7,13.2,29.3,10.0,2.2,16.4,3.3,950.9,945.6,2020,5,31,1,0,23.0,12.0,17.0,12.0
20.8,0.0,9.4,32.2,17.0,1.9,8.3,12.7,950.6,947.7,2020,6,1,0,0,4.0,16.0,19.0,17.0
21.9,0.0,11.1,32.7,27.0,1.9,9.2,10.9,950.9,947.1,2020,6,2,0,0,5.0,13.0,15.0,17.0
21.1,0.0,12.8,29.4,27.0,4.4,11.7,13.7,949.0,944.0,2020,6,3,0,1,5.0,14.0,14.0,17.0
20.0,7.3,15.0,25.1,27.0,3.9,13.3,3.7,948.9,944.1,2020,6,4,1,0,2.0,14.0,14.0,3.0
21.1,0.0,14.2,28.0,26.0,1.9,9.7,12.7,949.7,947.3,2020,6,5,0,0,4.0,15.0,16.0,18.0
22.0,0.0,12.8,31.1,22.0,3.9,12.5,13.0,949.3,943.5,2020,6,6,0,0,5.0,13.0,15.0,18.0
21.4,0.0,15.6,27.1,30.0,5.6,14.4,9.5,949.0,945.2,2020,6,7,0,0,3.0,14.0,15.0,2.0
19.2,0.0,13.3,25.2,26.0,4.4,11.7,11.7,951.0,947.7,2020,6,8,0,0,23.0,13.0,14.0,2.0
18.4,0.0,9.7,27.0,30.0,2.2,10.8,11.5,952.2,949.4,2020,6,9,0,0,4.0,15.0,13.0,17.0
20.4,0.0,11.2,29.7,99.0,2.8,10.8,12.6,952.1,948.1,2020,6,10,0,1,4.0,15.0,15.0,18.0
19.4,1.5,12.5,26.2,30.0,4.4,13.9,13.9,949.9,944.3,2020,6,11,1,0,4.0,14.0,16.0,16.0
18.1,0.0,13.4,22.8,99.0,5.8,12.5,4.6,949.7,944.7,2020,6,12,0,0,5.0,16.0,17.0,3.0
17.7,0.0,9.3,26.1,32.0,3.6,9.7,13.7,953.3,949.5,2020,6,13,0,0,4.0,15.0,15.0,3.0
20.4,0.0,12.5,28.4,27.0,2.8,11.7,13.1,956.4,952.5,2020,6,14,0,0,4.0,14.0,14.0,3.0
20.6,0.0,10.5,30.8,99.0,3.3,10.3,14.2,957.2,953.9,2020,6,15,0,0,4.0,15.0,14.0,17.0
22.0,0.0,15.3,28.8,25.0,5.6,14.4,12.5,955.5,952.4,2020,6,16,0,0,5.0,13.0,13.0,17.0
22.0,0.0,14.3,29.7,27.0,2.8,11.4,14.2,953.2,948.0,2020,6,17,0,0,4.0,15.0,15.0,18.0
21.9,0.0,12.3,31.5,22.0,3.3,11.4,13.5,950.8,946.6,2020,6,18,0,0,5.0,14.0,15.0,15.0
22.3,0.0,13.0,31.6,29.0,2.8,9.7,14.2,955.7,950.8,2020,6,19,0,0,4.0,16.0,13.0,0.0
24.2,0.0,13.9,34.6,99.0,2.5,8.3,14.2,957.0,953.7,2020,6,20,0,0,5.0,15.0,15.0,17.0
25.4,0.0,13.7,37.0,99.0,1.9,7.2,14.2,957.8,953.5,2020,6,21,0,0,4.0,16.0,17.0,18.0
26.2,0.0,14.7,37.8,99.0,3.3,10.8,14.2,955.5,950.3,2020,6,22,0,0,5.0,14.0,15.0,18.0
28.8,0.0,18.0,39.5,9.0,3.6,13.9,13.0,951.8,947.0,2020,6,23,0,0,2.0,14.0,23.0,17.0
27.9,0.0,17.9,37.9,23.0,3.1,9.2,12.4,950.6,947.4,2020,6,24,0,0,5.0,16.0,15.0,17.0
26.0,0.0,16.0,36.1,30.0,2.8,9.7,13.8,950.9,947.3,2020,6,25,0,0,5.0,14.0,14.0,17.0
24.0,0.0,16.2,31.9,27.0,5.3,12.8,13.6,951.9,948.7,2020,6,26,0,0,4.0,13.0,15.0,17.0
24.2,0.0,13.7,34.8,27.0,2.5,9.7,14.2,952.5,949.7,2020,6,27,0,0,4.0,15.0,16.0,17.0
26.6,0.0,15.3,37.8,99.0,1.9,7.8,14.3,952.9,949.3,2020,6,28,0,0,4.0,16.0,15.5,17.0
27.8,0.0,16.5,39.2,99.0,2.8,9.7,13.8,952.3,947.4,2020,6,29,0,0,5.0,15.0,15.5,17.0
28.0,0.0,17.4,38.7,29.0,3.3,11.4,13.4,949.4,945.8,2020,6,30,0,0,4.0,14.0,16.0,17.0
27.7,0.0,18.0,37.4,29.0,3.3,9.7,13.7,950.8,948.6,2020,7,1,0,0,5.0,14.0,14.5,16.0
25.8,0.0,15.3,36.4,25.0,3.6,11.4,13.7,952.2,949.9,2020,7,2,0,0,5.0,14.0,14.0,18.0
25.8,0.0,16.4,35.3,29.0,3.1,8.9,14.2,954.7,951.2,2020,7,3,0,0,4.0,15.0,15.0,16.0
26.3,0.0,15.5,37.1,12.0,3.1,10.8,14.1,955.6,951.9,2020,7,4,0,0,5.0,15.0,16.0,18.0
28.0,0.0,17.6,38.3,20.0,3.3,12.8,13.7,955.1,951.2,2020,7,5,0,0,4.0,15.0,14.0,18.0
28.4,0.0,16.3,40.4,12.0,1.9,9.2,13.9,953.4,949.0,2020,7,6,0,0,4.0,15.0,18.0,18.0
29.5,0.0,18.0,41.0,29.0,2.5,10.3,13.0,951.8,948.9,2020,7,7,0,0,5.0,13.0,14.0,16.0
29.8,0.0,19.8,39.7,99.0,6.4,18.9,5.5,950.9,946.9,2020,7,8,0,0,3.0,13.0,17.0,14.0
25.6,0.0,15.5,35.8,25.0,2.8,11.4,13.8,950.9,947.4,2020,7,9,0,0,5.0,14.0,14.0,17.0
26.6,0.0,15.8,37.5,99.0,3.1,10.3,13.8,950.6,946.3,2020,7,10,0,0,5.0,15.0,16.0,16.0
28.0,0.0,17.9,38.2,16.0,4.7,12.8,11.3,951.6,947.6,2020,7,11,0,0,4.0,13.0,15.0,18.0
32.0,0.0,24.9,39.1,99.0,5.0,14.4,12.7,952.5,948.0,2020,7,12,0,0,23.0,13.0,15.0,17.0
28.1,0.0,19.1,37.1,15.0,2.5,12.5,12.8,953.0,948.8,2020,7,13,0,0,5.0,14.0,18.0,17.0
28.0,0.0,19.8,36.1,12.0,3.1,14.4,9.7,952.2,946.4,2020,7,14,0,0,5.0,13.0,16.0,15.0
27.4,0.0,18.5,36.3,99.0,2.5,8.3,13.2,951.3,947.9,2020,7,15,0,0,5.0,14.0,14.5,17.0
28.8,0.0,19.0,38.5,17.0,3.6,11.7,13.1,952.1,948.5,2020,7,16,0,0,4.0,16.0,19.0,18.0
28.9,0.0,18.5,39.3,99.0,2.5,8.9,13.6,951.5,947.2,2020,7,17,0,0,5.0,15.0,16.0,17.0
28.6,0.0,18.2,39.1,28.0,2.2,11.4,13.4,950.9,947.6,2020,7,18,0,0,5.0,14.0,16.0,17.0
29.2,0.0,19.9,38.6,99.0,3.1,12.8,10.2,951.3,948.8,2020,7,19,0,0,4.0,13.0,14.0,14.0
28.8,0.0,17.6,40.0,14.0,3.9,12.5,13.2,951.2,947.2,2020,7,20,0,0,5.0,15.0,23.0,17.0
31.8,0.0,22.8,40.7,15.0,6.1,18.6,10.0,951.3,947.1,2020,7,21,0,0,5.0,14.0,14.0,15.0
26.4,0.0,18.4,34.5,99.0,3.6,10.3,13.4,952.7,950.0,2020,7,22,0,0,5.0,16.0,16.0,17.0
28.0,0.0,18.2,37.9,99.0,1.7,8.9,11.7,952.9,948.6,2020,7,23,0,0,5.0,14.0,16.5,17.0
29.8,0.0,20.1,39.6,99.0,3.3,9.7,13.1,950.9,947.4,2020,7,24,0,0,4.0,15.0,13.5,16.0
29.4,0.0,18.4,40.4,17.0,1.9,14.4,13.5,950.2,946.7,2020,7,25,0,0,5.0,13.0,13.0,17.0
30.7,0.0,18.1,43.3,14.0,3.1,11.7,13.2,950.5,946.8,2020,7,26,0,0,5.0,15.0,15.0,16.0
33.0,0.0,23.8,42.3,99.0,4.2,10.3,11.8,951.8,948.3,2020,7,27,0,0,6.0,16.0,14.0,16.0
29.2,0.0,18.9,39.6,99.0,2.5,9.2,13.3,951.5,947.3,2020,7,28,0,0,5.0,15.0,15.5,17.0
30.1,0.0,18.9,41.3,17.0,2.8,11.4,12.6,950.0,946.0,2020,7,29,0,0,5.0,15.0,19.0,17.0
31.4,0.0,21.3,41.6,16.0,4.7,13.3,12.9,950.8,947.1,2020,7,30,0,0,5.0,13.0,15.0,16.0
30.9,0.0,20.0,41.8,99.0,2.8,9.2,10.3,953.0,950.0,2020,7,31,0,0,5.0,13.0,13.0,18.0
32.3,0.0,22.6,42.0,25.0,2.5,13.3,10.7,954.0,950.6,2020,8,1,0,0,4.0,14.0,15.0,17.0
29.4,0.0,18.8,40.1,99.0,3.9,12.5,12.4,952.4,948.7,2020,8,2,0,0,5.0,13.0,14.0,18.0
25.8,0.0,16.4,35.2,99.0,2.8,9.7,12.6,950.2,946.1,2020,8,3,0,0,5.0,14.0,15.0,16.0
26.8,0.0,17.9,35.7,14.0,2.2,11.4,9.0,949.1,946.4,2020,8,4,0,0,5.0,13.0,16.0,16.0
29.2,0.0,20.5,38.0,14.0,2.5,10.8,13.3,948.9,945.6,2020,8,5,0,0,5.0,13.0,17.0,15.0
29.5,0.0,19.6,39.4,13.0,3.9,11.4,12.6,951.9,947.7,2020,8,6,0,0,4.0,15.0,12.0,15.0
31.5,0.0,22.0,41.0,13.0,4.4,11.4,12.6,954.3,950.5,2020,8,7,0,0,4.0,14.0,10.0,17.0
30.3,0.0,19.2,41.4,16.0,3.6,9.7,10.7,955.8,950.7,2020,8,8,0,0,6.0,15.0,16.0,17.0
29.4,0.0,16.7,42.0,22.0,2.5,13.3,12.3,952.6,947.5,2020,8,9,0,1,5.0,14.0,15.0,17.0
28.2,0.6,18.8,37.5,21.0,1.9,13.9,6.7,950.3,944.6,2020,8,10,1,1,4.0,16.0,20.0,18.0
28.4,0.1,19.9,36.8,99.0,4.7,15.0,10.0,949.2,944.9,2020,8,11,1,0,3.0,13.0,14.0,14.0
26.0,0.0,18.0,34.0,26.0,3.9,12.5,12.9,951.4,948.2,2020,8,12,0,0,5.0,14.0,13.0,18.0
24.7,0.0,14.1,35.3,31.0,3.6,9.2,13.1,951.3,948.0,2020,8,13,0,0,5.0,14.0,14.0,16.0
24.6,0.0,13.7,35.5,99.0,3.6,9.7,13.1,951.1,947.4,2020,8,14,0,0,5.0,14.0,16.5,16.0
23.8,0.0,14.9,32.8,99.0,3.6,11.4,13.1,950.9,948.2,2020,8,15,0,0,5.0,14.0,17.0,17.0
22.6,0.0,13.2,31.9,27.0,2.5,10.3,13.1,951.5,948.7,2020,8,16,0,0,5.0,14.0,16.0,16.0
23.3,0.0,12.1,34.5,26.0,3.1,9.2,13.2,952.2,948.5,2020,8,17,0,0,5.0,15.0,17.0,16.0
25.2,0.0,13.2,37.2,27.0,2.2,7.8,12.5,951.5,946.7,2020,8,18,0,0,5.0,15.0,16.5,17.0
26.6,0.0,15.0,38.3,26.0,2.8,9.2,12.8,948.7,943.5,2020,8,19,0,0,5.0,14.0,16.0,16.0
27.7,0.0,15.9,39.5,26.0,2.5,9.2,11.6,948.8,943.9,2020,8,20,0,0,5.0,15.0,20.0,15.0
26.7,0.0,14.6,38.8,99.0,3.1,9.7,12.8,953.9,948.8,2020,8,21,0,0,5.0,14.0,15.5,0.0
26.0,0.0,13.6,38.4,26.0,2.5,9.7,12.9,956.0,952.5,2020,8,22,0,0,5.0,15.0,16.0,17.0
27.5,0.0,17.0,38.0,30.0,3.6,9.7,12.8,954.7,950.2,2020,8,23,0,0,5.0,14.0,15.0,18.0
26.6,0.0,15.9,37.4,13.0,1.9,9.7,12.5,952.2,948.0,2020,8,24,0,0,5.0,16.0,17.0,17.0
28.4,0.0,18.1,38.8,99.0,2.2,8.3,12.7,953.1,948.9,2020,8,25,0,0,5.0,15.0,13.0,17.0
27.8,0.0,15.8,39.9,26.0,1.9,9.2,12.4,954.6,951.6,2020,8,26,0,0,5.0,15.0,16.0,17.0
28.2,0.0,16.2,40.2,31.0,3.6,11.4,12.2,954.6,948.4,2020,8,27,0,0,5.0,14.0,15.0,17.0
25.8,0.0,16.5,35.2,26.0,4.4,12.8,11.6,949.0,942.6,2020,8,28,0,0,5.0,14.0,14.0,24.0
22.0,0.0,16.8,27.3,25.0,4.7,14.4,12.3,945.5,941.3,2020,8,29,0,0,6.0,12.0,14.0,14.0
20.8,0.0,11.5,30.0,99.0,3.1,7.8,8.7,951.1,945.5,2020,8,30,0,0,5.0,15.0,15.5,0.0
21.4,0.0,10.9,31.8,16.0,2.5,8.9,12.6,953.1,948.7,2020,8,31,0,0,5.0,16.0,16.0,18.0
21.1,0.0,12.7,29.5,24.0,1.7,6.1,6.3,951.6,946.5,2020,9,1,0,0,5.0,15.0,14.0,18.0
22.1,0.0,11.8,32.4,17.0,2.2,11.7,10.9,953.5,948.3,2020,9,2,0,0,5.0,13.0,15.0,1.0
23.4,0.0,14.1,32.8,17.0,3.1,10.3,12.3,956.6,953.1,2020,9,3,0,0,5.0,14.0,17.0,16.0
24.0,0.0,13.8,34.3,17.0,2.5,10.8,12.4,957.2,953.4,2020,9,4,0,0,4.0,15.0,18.0,18.0
24.7,0.0,14.0,35.4,16.0,1.9,10.3,12.2,956.0,949.5,2020,9,5,0,0,5.0,15.0,19.0,18.0
25.6,0.0,15.4,35.7,16.0,2.5,10.8,12.2,952.3,948.1,2020,9,6,0,0,6.0,15.0,0.0,16.0
25.4,0.0,16.0,34.8,16.0,2.5,10.8,11.2,952.6,949.1,2020,9,7,0,0,5.0,12.0,22.0,15.0
23.6,0.0,17.0,30.2,13.0,3.3,9.7,8.9,955.7,952.4,2020,9,8,0,0,5.0,14.0,10.0,15.0
23.0,0.0,14.1,31.9,26.0,1.7,8.9,11.3,956.0,952.0,2020,9,9,0,0,6.0,15.0,16.0,16.0
23.6,0.0,13.8,33.3,16.0,1.9,9.2,12.1,955.1,949.2,2020,9,10,0,0,5.0,15.0,20.0,17.0
23.6,0.0,13.3,34.0,14.0,2.5,16.1,10.6,951.3,947.7,2020,9,11,0,0,5.0,14.0,13.0,16.0
